 Gerber_20200211(820-01839-a_v7)        Tebo-ICT,  license #XunKeDa
C2335        186.605    -9.186  180.0  AA   (T)  'CAP-0201-P69XP39-HP39', 'CAP-0201-P69XP39-HP39'
C2350        198.113   -23.175  180.0  AA   (T)  'CAP-0402-1P2XP7-HP55', 'CAP-0402-1P2XP7-HP55'
C2351        200.764   -22.158  180.0  AA   (T)  'CAP-0201-P69XP39-HP39', 'CAP-0201-P69XP39-HP39'
C2352        201.720   -22.163    0.0  AA   (T)  'CAP-0201-P69XP39-HP39', 'CAP-0201-P69XP39-HP39'
C2353        202.731   -22.223    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2360        199.960   -13.615  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2361        200.255   -13.240  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2378        190.891   -14.058    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C2379        186.593    -7.907  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C238_W        45.643   -24.301    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2390        186.561   -12.128    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2391        186.561   -11.754    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C239_W        45.645   -23.200    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C23A0        199.400   -13.100   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C241_W        46.679   -23.204  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C243_W        39.572   -19.039   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C244_W        39.640   -21.284   90.0  AA   (T)  'CAP-0201', 'CAP-0201'
C245_W        49.702   -23.383    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C246_W        48.321   -23.427  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C247_W        49.796   -23.847    0.0  AA   (T)  'CAP-0201-P69XP39-HP55', 'CAP-0201-P69XP39-HP55'
C250_W        42.000   -23.160  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C251_S       120.296   -19.659   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C252_S       120.854   -19.839    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C252_W        51.976   -16.084   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C254_W        55.380   -22.658  180.0  AA   (T)  'CAP-NFM15-1P2XP65-4SM-HP65', 'CAP-NFM15-1P2XP65-4SM-HP65'
C256_W        55.433   -20.580  180.0  AA   (T)  'CAP-NFM15-1P2XP65-4SM-HP65', 'CAP-NFM15-1P2XP65-4SM-HP65'
C257_W        52.350   -16.084   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C258_W        44.549   -14.995  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C259_W        50.476   -24.202   90.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2660         21.261    18.895   90.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2661         22.713    19.173    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2662         21.558    18.277    0.0  AA   (T)  'CAP-0201-P69XP39-HP39', 'CAP-0201-P69XP39-HP39'
C2663         21.435    13.884  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2664         20.951    14.624  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2666         23.068    18.358    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2667         22.378    18.371    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2701         12.116    52.804  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2703         19.466    44.603    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2704         19.466    45.343    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2705         12.650    52.625  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C270_S       120.968   -19.374    0.0  AA   (T)  'CAP-0201-P69XP39-HP39', 'CAP-0201-P69XP39-HP39'
C2710         21.506    50.939  180.0  AA   (T)  'CAP-0201-P69XP39-HP39', 'CAP-0201-P69XP39-HP39'
C2711         22.171    50.875  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2713         19.699    43.862    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2800          2.405   -11.103    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2801         -1.219   -11.255   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2803         -1.669   -11.375   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C2805          0.204    -5.937   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C2808         -0.237    -6.032   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2880         -1.221   -10.202  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2881         -1.679   -10.325  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C2887          1.727   -10.556   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C28A0          1.890   -10.008  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C28A1          1.890    -9.634  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C28A2          1.885    -8.971  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C28A3          1.881    -8.585  180.0  AA   (T)  'CAP-01005', 'CAP-01005'
C28A4          2.099   -10.554  270.0  AA   (T)  'CAP-01005', 'CAP-01005'
C2902         21.386    23.642  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2904         21.386    24.462  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2906         23.668    54.408   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2907         22.926    25.952    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2909         19.094    54.473   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2910         22.926    26.752    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2919         20.835    50.875  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2952         22.894    21.888    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2954         22.904    22.708    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2956         22.918    50.873  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2957         21.328    19.671  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C2959         20.069    50.881  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C2960         21.319    20.475  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3000        135.809   -10.330   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3001        138.075    -9.071    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3002        139.293   -11.795    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3003        139.290    -9.864    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3004        139.293   -10.835    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3005        139.293   -11.315    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3006        138.043   -13.253  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3008        139.203   -13.267  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C300A        134.052    -7.102  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C300B        135.631   -11.658  270.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C300C        139.286   -10.353    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C300D        134.050    -9.062  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C300E        134.550   -15.000  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3009        134.775    -9.710  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3010        134.778   -10.521  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3011        134.655   -11.535  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3012        135.495   -15.690    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3013        138.294   -15.169  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3014        137.472   -15.201  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3015        136.638   -15.198  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3016        135.498   -14.885    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3018        138.667    -7.090  180.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3019        138.673    -8.250  180.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3020        140.670    -8.713  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3021        140.503    -7.282  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3022        140.187    -8.732  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3023        140.498    -7.773  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3024        140.482   -10.107  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3025        140.482   -11.707  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3026        140.482   -10.907  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3027        140.488   -12.507  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3028        144.942    -7.166    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3029        144.930    -6.366    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3030        144.930    -4.766    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3031        144.930    -5.566    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3032        139.478    -9.361  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3033        143.569    -7.297   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3034        148.707   -11.500  270.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3035        144.628    -9.597   90.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3036        144.624   -13.547  270.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3037        142.620   -14.558  270.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3038        147.831    -8.491  180.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C303A        140.520    -9.453  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C303B        144.011    -7.189   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C303C        140.906    -6.355   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C303D        142.466    -3.887   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C303E        136.156   -19.262    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3039        146.687   -11.519  270.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3040         49.725    -1.080  180.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3041         54.596     1.658   90.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3042         41.665    -1.016  180.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3043         45.685    -1.016    0.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3044         52.596     1.658   90.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3045         53.904    -1.375    0.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3048         58.596     1.658   90.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3049         56.596     1.658   90.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3050         56.880    -2.338  270.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3051         58.901    -2.338  270.0  AA   (T)  'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55', 'CAP-TANTA2-3P4X1P8-H1P2-TERMP8X1P2XP55'
C3101          1.981    -4.485    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3102         -0.641    -1.208  180.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3154          2.121    -3.814    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3155          1.981    -3.375    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3200        151.590    -3.585  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3201        152.364    -3.715   90.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3202        152.735    -3.715   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3203        155.850    -2.700    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3205        154.917    -5.855  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3206        150.591    -3.989  270.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3207        152.718    -4.635  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3208        152.223    -4.661  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3209        154.417    -5.855  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3231        153.924    -5.861  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3232        153.194    -6.160    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3233        213.098   -19.696   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3234        212.905   -20.956    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3236        153.200    -5.665  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3237        212.911   -20.471  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3280        146.220    -3.670   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3281        146.710    -3.670   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3282        147.431    -3.422  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3283        202.856   -23.078   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3284        205.853   -20.896    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3286        147.425    -3.905    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3287        204.902   -20.894    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3289        149.430    -4.013   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3290        148.201    -4.726   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3291        148.604    -3.781   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3292        147.711    -6.949  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3293        148.259    -6.323    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3294        148.265    -5.952    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3295        145.905    -6.988  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3297        145.720    -3.670   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3300        150.886    -0.045  180.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3301        152.150    -0.750   90.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3302        152.550    -0.750   90.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3303        155.400    -0.550   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3305        155.550    -2.200    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3306        150.790    -1.627   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3307        152.450    -1.850  270.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3308        151.950    -1.850  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3309        154.800    -2.750    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3331        153.850    -2.750    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3332        151.900    -2.600  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3333        212.349     2.090  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3334        213.327     1.556  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3336        152.900    -2.750  180.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3337        213.320     2.084    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3380        146.300    -0.100   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3381        146.800    -0.100   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3382        147.550     0.100  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3383        209.404     2.094    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3384        204.482     1.842  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3386        147.550    -0.400    0.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3387        208.423     2.094  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3389        149.598    -0.814   90.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3390        148.767    -0.684   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3391        148.277    -0.684   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3392        149.501    -2.385    0.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3393        148.393    -2.634    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3394        148.408    -2.250    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3395        145.750    -0.100   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3397        145.384    -2.497   90.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3400         45.452     0.750  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3401         45.622     2.018    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3402         45.616     1.646    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3403         47.684     4.190    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3405         47.637     4.778    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3406         47.026     0.658    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3407         46.705     1.980    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3408         46.711     1.489    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3409         47.684     3.690    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3431         44.404     3.131  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3432         44.420     1.675  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3433         17.297   -21.116  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3434         13.537   -21.121  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3436         44.574     2.402  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3480         51.004     3.694    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3481         47.714     3.146  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3482         47.699     1.648  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3483         18.528   -21.126    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3484         22.580   -21.125    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3486         47.951     2.377  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3489         50.346     0.662    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3490         50.025     1.984    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3491         50.031     1.493    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3492         48.772     0.754  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3493         48.910     2.044    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3494         48.923     1.653    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3495         51.004     4.194    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3497         48.812     4.791    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3500         38.821     0.741  270.0  AA   (T)  'CAP-0402-HP65', 'CAP-0402-HP65'
C3501         39.008     2.077    0.0  AA   (T)  'CAP-01005', 'CAP-01005'
C3502         39.008     1.672    0.0  AA   (T)  'CAP-01005-P42XP22-HP22', 'CAP-01005-P42XP22-HP22'
C3503         41.053     4.181    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3505         38.861     4.778    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3506         40.395     0.649    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3507         40.074     1.971    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3508         40.080     1.480    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3509         41.053     3.681    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3531         38.034     4.071   90.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3532         38.028     2.171  270.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3533         21.905     2.147  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3534         22.905     2.147    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3536         38.034     3.121  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3537         22.405     2.147    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3580         44.384     3.678    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
C3581         41.051     3.111  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3582         41.057     1.655  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3583         18.510     2.138    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3584         13.911     2.147    0.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3586         41.297     2.390  270.0  AA   (T)  'CAP-0201', 'CAP-0201'
C3587         17.554     2.140  180.0  AA   (T)  'CAP-0201-P63XP33-HP33', 'CAP-0201-P63XP33-HP33'
C3589         43.726     0.646    0.0  AA   (T)  'CAP-0603-H1P0', 'CAP-0603-H1P0'
C3590         43.405     1.968    0.0  AA   (T)  'CAP-0201-HP35', 'CAP-0201-HP35'
